"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude","country_code_2","Flag"
"Denmark",2019,"Slovenia",3,"Televote","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Denmark",2019,"Israel",1,"Televote","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"San Marino",2019,"Azerbaijan",10,"Televote","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"San Marino",2019,"North Macedonia",8,"Televote","High","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"San Marino",2019,"Montenegro",8,"Televote","High","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"San Marino",2019,"Albania",10,"Televote","High","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"San Marino",2019,"Hungary",6,"Televote","Low","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"San Marino",2019,"Moldova",8,"Televote","High","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"San Marino",2019,"Belarus",1,"Televote","Low","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"San Marino",2019,"Croatia",2,"Televote","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"San Marino",2019,"Serbia",1,"Televote","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"San Marino",2019,"Iceland",1,"Televote","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"San Marino",2019,"Georgia",10,"Televote","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"North Macedonia",2019,"Azerbaijan",3,"Televote","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"North Macedonia",2019,"Malta",5,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"North Macedonia",2019,"Netherlands",1,"Televote","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"North Macedonia",2019,"Montenegro",6,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"North Macedonia",2019,"Albania",6,"Televote","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"North Macedonia",2019,"Sweden",2,"Televote","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"North Macedonia",2019,"Croatia",7,"Televote","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"North Macedonia",2019,"Serbia",12,"Televote","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"North Macedonia",2019,"Georgia",2,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"North Macedonia",2019,"Switzerland",2,"Televote","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"North Macedonia",2019,"Slovenia",12,"Televote","High","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Sweden",2019,"Malta",6,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Sweden",2019,"Netherlands",8,"Televote","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Sweden",2019,"Estonia",3,"Televote","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Sweden",2019,"Norway",12,"Televote","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Sweden",2019,"Spain",6,"Televote","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Sweden",2019,"United Kingdom",5,"Televote","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Sweden",2019,"Ireland",2,"Televote","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Sweden",2019,"Armenia",2,"Televote","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Sweden",2019,"Australia",8,"Televote","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Sweden",2019,"Germany",1,"Televote","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Sweden",2019,"Belgium",2,"Televote","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Sweden",2019,"Lithuania",3,"Televote","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Sweden",2019,"Iceland",8,"Televote","High","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Sweden",2019,"Georgia",6,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Sweden",2019,"Denmark",10,"Televote","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Sweden",2019,"Finland",7,"Televote","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Sweden",2019,"Switzerland",4,"Televote","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Slovenia",2019,"North Macedonia",2,"Televote","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Slovenia",2019,"Montenegro",4,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Slovenia",2019,"Estonia",7,"Televote","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Slovenia",2019,"Poland",4,"Televote","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Slovenia",2019,"Austria",2,"Televote","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Slovenia",2019,"Hungary",3,"Televote","Low","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Slovenia",2019,"Belarus",5,"Televote","Low","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Slovenia",2019,"Russia",6,"Televote","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Slovenia",2019,"Germany",3,"Televote","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Slovenia",2019,"Croatia",10,"Televote","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Slovenia",2019,"Serbia",10,"Televote","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Slovenia",2019,"Latvia",2,"Televote","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Slovenia",2019,"Finland",1,"Televote","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Cyprus",2019,"San Marino",7,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Cyprus",2019,"United Kingdom",1,"Televote","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Cyprus",2019,"Georgia",12,"Televote","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Cyprus",2019,"Greece",12,"Televote","High","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Netherlands",2019,"Portugal",8,"Televote","High","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Netherlands",2019,"Azerbaijan",7,"Televote","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Netherlands",2019,"Malta",10,"Televote","High","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Netherlands",2019,"North Macedonia",7,"Televote","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Netherlands",2019,"San Marino",6,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Netherlands",2019,"Montenegro",1,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Netherlands",2019,"Estonia",8,"Televote","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Netherlands",2019,"Poland",10,"Televote","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Netherlands",2019,"Norway",8,"Televote","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Netherlands",2019,"Spain",8,"Televote","High","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Netherlands",2019,"Austria",7,"Televote","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Netherlands",2019,"United Kingdom",4,"Televote","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Netherlands",2019,"Italy",5,"Televote","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Netherlands",2019,"Albania",7,"Televote","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Netherlands",2019,"Hungary",8,"Televote","High","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Netherlands",2019,"Moldova",6,"Televote","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Netherlands",2019,"Ireland",8,"Televote","High","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Netherlands",2019,"Belarus",10,"Televote","High","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Netherlands",2019,"Armenia",10,"Televote","High","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Netherlands",2019,"Romania",12,"Televote","High","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Netherlands",2019,"Cyprus",6,"Televote","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Netherlands",2019,"Australia",6,"Televote","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Netherlands",2019,"Russia",5,"Televote","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Netherlands",2019,"Germany",7,"Televote","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Netherlands",2019,"Belgium",12,"Televote","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Netherlands",2019,"Sweden",6,"Televote","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Netherlands",2019,"Croatia",4,"Televote","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Netherlands",2019,"Lithuania",7,"Televote","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Netherlands",2019,"Serbia",3,"Televote","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Netherlands",2019,"Iceland",5,"Televote","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Netherlands",2019,"Georgia",5,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Netherlands",2019,"Greece",6,"Televote","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Netherlands",2019,"Latvia",5,"Televote","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Netherlands",2019,"Czech Republic",4,"Televote","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Netherlands",2019,"Denmark",7,"Televote","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Netherlands",2019,"France",5,"Televote","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Netherlands",2019,"Finland",5,"Televote","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Netherlands",2019,"Switzerland",6,"Televote","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Netherlands",2019,"Slovenia",5,"Televote","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Netherlands",2019,"Israel",2,"Televote","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Greece",2019,"San Marino",10,"Televote","High","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Greece",2019,"Albania",2,"Televote","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Greece",2019,"Cyprus",12,"Televote","High","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Israel",2019,"San Marino",1,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Israel",2019,"Moldova",7,"Televote","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Israel",2019,"Romania",3,"Televote","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Israel",2019,"Cyprus",5,"Televote","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Israel",2019,"Georgia",4,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Israel",2019,"Czech Republic",3,"Televote","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Israel",2019,"France",12,"Televote","High","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Norway",2019,"Portugal",6,"Televote","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Norway",2019,"Azerbaijan",1,"Televote","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Norway",2019,"Malta",7,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Norway",2019,"North Macedonia",5,"Televote","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Norway",2019,"San Marino",3,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Norway",2019,"Netherlands",12,"Televote","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Norway",2019,"Estonia",10,"Televote","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Norway",2019,"Poland",8,"Televote","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Norway",2019,"Spain",7,"Televote","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Norway",2019,"Austria",8,"Televote","High","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Norway",2019,"United Kingdom",12,"Televote","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Norway",2019,"Italy",10,"Televote","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Norway",2019,"Albania",5,"Televote","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Norway",2019,"Hungary",10,"Televote","High","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Norway",2019,"Moldova",3,"Televote","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Norway",2019,"Ireland",12,"Televote","High","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Norway",2019,"Belarus",8,"Televote","High","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Norway",2019,"Armenia",5,"Televote","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Norway",2019,"Romania",4,"Televote","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Norway",2019,"Cyprus",1,"Televote","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Norway",2019,"Australia",12,"Televote","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Norway",2019,"Russia",10,"Televote","High","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Norway",2019,"Germany",12,"Televote","High","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Norway",2019,"Belgium",7,"Televote","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Norway",2019,"Sweden",12,"Televote","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Norway",2019,"Croatia",5,"Televote","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Norway",2019,"Lithuania",8,"Televote","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Norway",2019,"Serbia",4,"Televote","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Norway",2019,"Iceland",12,"Televote","High","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Norway",2019,"Latvia",8,"Televote","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Norway",2019,"Czech Republic",10,"Televote","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Norway",2019,"Denmark",12,"Televote","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Norway",2019,"France",8,"Televote","High","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Norway",2019,"Finland",10,"Televote","High","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Norway",2019,"Switzerland",8,"Televote","High","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Norway",2019,"Slovenia",6,"Televote","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Norway",2019,"Israel",10,"Televote","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"United Kingdom",2019,"Ireland",3,"Televote","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Iceland",2019,"Portugal",3,"Televote","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Iceland",2019,"Malta",1,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Iceland",2019,"San Marino",2,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Iceland",2019,"Netherlands",7,"Televote","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Iceland",2019,"Montenegro",2,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Iceland",2019,"Estonia",5,"Televote","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Iceland",2019,"Poland",12,"Televote","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Iceland",2019,"Norway",10,"Televote","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Iceland",2019,"Spain",3,"Televote","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Iceland",2019,"Austria",6,"Televote","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Iceland",2019,"United Kingdom",8,"Televote","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Iceland",2019,"Italy",7,"Televote","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Iceland",2019,"Hungary",12,"Televote","High","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Iceland",2019,"Moldova",1,"Televote","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Iceland",2019,"Ireland",6,"Televote","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Iceland",2019,"Belarus",7,"Televote","Low","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Iceland",2019,"Armenia",3,"Televote","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Iceland",2019,"Romania",5,"Televote","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Iceland",2019,"Australia",10,"Televote","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Iceland",2019,"Russia",7,"Televote","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Iceland",2019,"Germany",2,"Televote","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Iceland",2019,"Belgium",3,"Televote","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Iceland",2019,"Sweden",8,"Televote","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Iceland",2019,"Croatia",3,"Televote","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Iceland",2019,"Lithuania",6,"Televote","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Iceland",2019,"Serbia",5,"Televote","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Iceland",2019,"Georgia",3,"Televote","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Iceland",2019,"Greece",2,"Televote","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Iceland",2019,"Latvia",7,"Televote","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Iceland",2019,"Czech Republic",6,"Televote","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Iceland",2019,"Denmark",4,"Televote","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Iceland",2019,"France",1,"Televote","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Iceland",2019,"Finland",12,"Televote","High","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Iceland",2019,"Slovenia",7,"Televote","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Estonia",2019,"Norway",2,"Televote","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Estonia",2019,"Ireland",1,"Televote","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Estonia",2019,"Sweden",10,"Televote","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Estonia",2019,"Lithuania",4,"Televote","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Estonia",2019,"Iceland",3,"Televote","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Estonia",2019,"Latvia",10,"Televote","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Estonia",2019,"Czech Republic",1,"Televote","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Estonia",2019,"Denmark",8,"Televote","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Estonia",2019,"Finland",8,"Televote","High","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Estonia",2019,"Slovenia",1,"Televote","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Belarus",2019,"Azerbaijan",5,"Televote","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Belarus",2019,"Russia",8,"Televote","High","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Azerbaijan",2019,"Malta",2,"Televote","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Azerbaijan",2019,"North Macedonia",1,"Televote","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Azerbaijan",2019,"San Marino",4,"Televote","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Azerbaijan",2019,"Netherlands",4,"Televote","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Azerbaijan",2019,"Montenegro",3,"Televote","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Azerbaijan",2019,"Estonia",1,"Televote","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Azerbaijan",2019,"Poland",2,"Televote","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Azerbaijan",2019,"Norway",3,"Televote","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Azerbaijan",2019,"Spain",1,"Televote","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Azerbaijan",2019,"Austria",1,"Televote","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Azerbaijan",2019,"United Kingdom",3,"Televote","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Azerbaijan",2019,"Italy",1,"Televote","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
