"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude","country_code_2","Flag"
"Portugal",2021,"Azerbaijan",2,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Portugal",2021,"Spain",5,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Portugal",2021,"Austria",7,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Portugal",2021,"United Kingdom",7,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Portugal",2021,"Italy",6,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Portugal",2021,"Moldova",2,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Portugal",2021,"Serbia",5,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Portugal",2021,"Bulgaria",6,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Portugal",2021,"Cyprus",1,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Portugal",2021,"Belgium",1,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Portugal",2021,"Ukraine",2,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Portugal",2021,"Iceland",10,"Jury","High","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Portugal",2021,"Romania",10,"Jury","High","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Portugal",2021,"Croatia",1,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Portugal",2021,"Czech Republic",12,"Jury","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Portugal",2021,"Georgia",8,"Jury","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Portugal",2021,"Lithuania",6,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Portugal",2021,"France",8,"Jury","High","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Portugal",2021,"Switzerland",7,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Serbia",2021,"Albania",1,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Serbia",2021,"North Macedonia",12,"Jury","High","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Serbia",2021,"Croatia",7,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Greece",2021,"San Marino",8,"Jury","High","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Greece",2021,"Albania",6,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Greece",2021,"Malta",6,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Greece",2021,"Azerbaijan",10,"Jury","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Greece",2021,"Norway",1,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Greece",2021,"Spain",1,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Greece",2021,"Slovenia",3,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Greece",2021,"Moldova",8,"Jury","High","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Greece",2021,"Serbia",3,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Greece",2021,"Bulgaria",8,"Jury","High","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Greece",2021,"Cyprus",12,"Jury","High","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Greece",2021,"Finland",2,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Greece",2021,"Iceland",4,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Greece",2021,"Russia",7,"Jury","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Greece",2021,"France",12,"Jury","High","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Switzerland",2021,"Israel",12,"Jury","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Switzerland",2021,"Poland",7,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Switzerland",2021,"San Marino",4,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Switzerland",2021,"Albania",12,"Jury","High","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Switzerland",2021,"Malta",10,"Jury","High","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Switzerland",2021,"Estonia",12,"Jury","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Switzerland",2021,"North Macedonia",6,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Switzerland",2021,"Norway",7,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Switzerland",2021,"Spain",10,"Jury","High","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Switzerland",2021,"Austria",10,"Jury","High","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Switzerland",2021,"United Kingdom",8,"Jury","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Switzerland",2021,"Slovenia",7,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Switzerland",2021,"Latvia",12,"Jury","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Switzerland",2021,"Ireland",5,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Switzerland",2021,"Moldova",3,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Switzerland",2021,"Serbia",1,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Switzerland",2021,"Cyprus",2,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Switzerland",2021,"Belgium",12,"Jury","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Switzerland",2021,"Germany",10,"Jury","High","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Switzerland",2021,"Australia",10,"Jury","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Switzerland",2021,"Finland",12,"Jury","High","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Switzerland",2021,"Portugal",7,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Switzerland",2021,"Ukraine",8,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Switzerland",2021,"Iceland",12,"Jury","High","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Switzerland",2021,"Romania",7,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Switzerland",2021,"Croatia",8,"Jury","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Switzerland",2021,"Czech Republic",5,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Switzerland",2021,"Georgia",10,"Jury","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Switzerland",2021,"Lithuania",8,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Switzerland",2021,"Denmark",12,"Jury","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Switzerland",2021,"Russia",1,"Jury","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Switzerland",2021,"France",7,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Switzerland",2021,"Sweden",5,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Switzerland",2021,"Netherlands",5,"Jury","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Iceland",2021,"Poland",10,"Jury","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Iceland",2021,"Estonia",8,"Jury","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Iceland",2021,"North Macedonia",4,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Iceland",2021,"Norway",2,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Iceland",2021,"Spain",7,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Iceland",2021,"Austria",12,"Jury","High","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Iceland",2021,"United Kingdom",10,"Jury","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Iceland",2021,"Italy",8,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Iceland",2021,"Slovenia",10,"Jury","High","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Iceland",2021,"Latvia",10,"Jury","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Iceland",2021,"Ireland",8,"Jury","High","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Iceland",2021,"Moldova",5,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Iceland",2021,"Serbia",7,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Iceland",2021,"Belgium",3,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Iceland",2021,"Germany",3,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Iceland",2021,"Australia",8,"Jury","High","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Iceland",2021,"Finland",8,"Jury","High","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Iceland",2021,"Portugal",8,"Jury","High","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Iceland",2021,"Ukraine",4,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Iceland",2021,"Croatia",10,"Jury","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Iceland",2021,"Czech Republic",8,"Jury","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Iceland",2021,"Georgia",6,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Iceland",2021,"Lithuania",4,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Iceland",2021,"Denmark",10,"Jury","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Iceland",2021,"France",3,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Iceland",2021,"Sweden",7,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Iceland",2021,"Switzerland",5,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Iceland",2021,"Netherlands",10,"Jury","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Spain",2021,"United Kingdom",2,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Spain",2021,"Bulgaria",4,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Moldova",2021,"San Marino",5,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Moldova",2021,"Azerbaijan",8,"Jury","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Moldova",2021,"Greece",10,"Jury","High","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Moldova",2021,"Bulgaria",12,"Jury","High","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Moldova",2021,"Romania",6,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Moldova",2021,"Russia",12,"Jury","High","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Germany",2021,"Austria",2,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Germany",2021,"Romania",1,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Finland",2021,"Poland",2,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Finland",2021,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Finland",2021,"Albania",3,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Finland",2021,"Malta",2,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Finland",2021,"Estonia",7,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Finland",2021,"Austria",1,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Finland",2021,"United Kingdom",4,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Finland",2021,"Italy",10,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Finland",2021,"Slovenia",4,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Finland",2021,"Latvia",4,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Finland",2021,"Serbia",10,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Finland",2021,"Bulgaria",1,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Finland",2021,"Cyprus",3,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Finland",2021,"Belgium",8,"Jury","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Finland",2021,"Iceland",5,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Finland",2021,"Romania",8,"Jury","High","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Finland",2021,"Czech Republic",1,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Finland",2021,"Denmark",8,"Jury","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Finland",2021,"Switzerland",1,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Bulgaria",2021,"Israel",1,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Bulgaria",2021,"San Marino",3,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Bulgaria",2021,"Estonia",6,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Bulgaria",2021,"Azerbaijan",1,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Bulgaria",2021,"Norway",6,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Bulgaria",2021,"Spain",4,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Bulgaria",2021,"Austria",5,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Bulgaria",2021,"United Kingdom",5,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Bulgaria",2021,"Greece",8,"Jury","High","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Bulgaria",2021,"Latvia",5,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Bulgaria",2021,"Ireland",1,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Bulgaria",2021,"Moldova",12,"Jury","High","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Bulgaria",2021,"Serbia",6,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Bulgaria",2021,"Cyprus",5,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Bulgaria",2021,"Belgium",6,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Bulgaria",2021,"Australia",2,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Bulgaria",2021,"Finland",10,"Jury","High","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Bulgaria",2021,"Portugal",12,"Jury","High","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Bulgaria",2021,"Iceland",8,"Jury","High","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Bulgaria",2021,"Romania",2,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Bulgaria",2021,"Czech Republic",4,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Bulgaria",2021,"Georgia",4,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Bulgaria",2021,"Lithuania",2,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Bulgaria",2021,"Denmark",6,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Bulgaria",2021,"Russia",6,"Jury","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Bulgaria",2021,"Switzerland",10,"Jury","High","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Lithuania",2021,"Israel",10,"Jury","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Lithuania",2021,"San Marino",6,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Lithuania",2021,"Estonia",2,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Lithuania",2021,"Spain",2,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Lithuania",2021,"Italy",12,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Lithuania",2021,"Latvia",6,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Lithuania",2021,"Ireland",4,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Lithuania",2021,"Germany",1,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Lithuania",2021,"Finland",3,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Lithuania",2021,"Croatia",2,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Lithuania",2021,"Georgia",3,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Lithuania",2021,"Switzerland",4,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Ukraine",2021,"Israel",4,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Ukraine",2021,"Malta",5,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Ukraine",2021,"Estonia",4,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Ukraine",2021,"Azerbaijan",6,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Ukraine",2021,"Norway",3,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Ukraine",2021,"Italy",1,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Ukraine",2021,"Greece",1,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Ukraine",2021,"Latvia",7,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Ukraine",2021,"Ireland",6,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Ukraine",2021,"Belgium",10,"Jury","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Ukraine",2021,"Germany",5,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Ukraine",2021,"Australia",5,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Ukraine",2021,"Portugal",2,"Jury","Low","PRT",39.3999,-8.2245,"pt","https://public.flourish.studio/country-flags/svg/pt.svg"
"Ukraine",2021,"Iceland",3,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Ukraine",2021,"Romania",5,"Jury","Low","ROU",45.9432,24.9668,"ro","https://public.flourish.studio/country-flags/svg/ro.svg"
"Ukraine",2021,"Georgia",7,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Ukraine",2021,"Lithuania",12,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Ukraine",2021,"Sweden",8,"Jury","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Ukraine",2021,"Netherlands",3,"Jury","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"France",2021,"Israel",8,"Jury","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"France",2021,"San Marino",12,"Jury","High","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"France",2021,"Albania",10,"Jury","High","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"France",2021,"Malta",3,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"France",2021,"Estonia",10,"Jury","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"France",2021,"North Macedonia",7,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"France",2021,"Azerbaijan",4,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"France",2021,"Norway",4,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"France",2021,"Spain",12,"Jury","High","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"France",2021,"Austria",8,"Jury","High","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"France",2021,"United Kingdom",12,"Jury","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"France",2021,"Italy",3,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"France",2021,"Slovenia",2,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"France",2021,"Greece",5,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"France",2021,"Latvia",3,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"France",2021,"Ireland",12,"Jury","High","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"France",2021,"Moldova",4,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"France",2021,"Serbia",12,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"France",2021,"Bulgaria",7,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"France",2021,"Cyprus",7,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
